timestamp_ms,ax_g,ay_g,az_g
4824,0.646,0.678,0.635
4834,0.633,0.679,0.643
4844,0.621,0.684,0.659
4854,0.603,0.691,0.666
4864,0.574,0.703,0.671
4874,0.548,0.706,0.671
4884,0.525,0.709,0.673
4894,0.499,0.708,0.675
4904,0.476,0.695,0.681
4914,0.451,0.685,0.686
4924,0.432,0.667,0.681
4934,0.406,0.648,0.673
4944,0.375,0.632,0.678
4954,0.351,0.614,0.685
4964,0.322,0.599,0.694
4974,0.299,0.581,0.698
4984,0.277,0.551,0.701
4994,0.252,0.523,0.716
5004,0.22,0.499,0.742
5014,0.184,0.486,0.759
5024,0.151,0.466,0.764
5034,0.125,0.453,0.767
5044,0.095,0.442,0.764
5054,0.07,0.448,0.76
5064,0.061,0.473,0.759
5074,0.075,0.496,0.749
5084,0.096,0.512,0.746
5094,0.129,0.518,0.745
5104,0.168,0.512,0.761
5114,0.204,0.497,0.779
5124,0.23,0.467,0.79
5134,0.247,0.424,0.781
5144,0.255,0.378,0.767
5154,0.264,0.349,0.752
5164,0.264,0.349,0.752
5174,0.275,0.331,0.755
5184,0.286,0.331,0.758
5194,0.302,0.339,0.767
5204,0.323,0.334,0.776
5214,0.345,0.325,0.775
5224,0.362,0.307,0.781
5234,0.377,0.297,0.798
5244,0.394,0.284,0.794
5254,0.392,0.28,0.787
5264,0.378,0.278,0.766
5274,0.363,0.285,0.739
5284,0.349,0.315,0.729
5294,0.339,0.354,0.716
5304,0.336,0.385,0.705
5314,0.33,0.409,0.697
5324,0.33,0.412,0.696
5334,0.332,0.396,0.702
5344,0.335,0.374,0.714
5354,0.34,0.353,0.723
5364,0.345,0.328,0.729
5374,0.35,0.303,0.736
5384,0.352,0.281,0.719
5394,0.352,0.267,0.691
5404,0.354,0.265,0.671
5414,0.358,0.266,0.666
5424,0.375,0.264,0.67
5434,0.403,0.268,0.681
5444,0.437,0.268,0.696
5454,0.469,0.266,0.701
5464,0.499,0.263,0.698
5474,0.524,0.26,0.687
5484,0.554,0.262,0.689
5494,0.595,0.274,0.713
5504,0.648,0.301,0.739
5514,0.703,0.322,0.758
5524,0.744,0.339,0.775
5534,0.778,0.343,0.768
5544,0.789,0.34,0.733
5554,0.784,0.333,0.697
5564,0.771,0.324,0.678
5574,0.75,0.318,0.67
5584,0.728,0.316,0.658
5594,0.702,0.294,0.642
5604,0.689,0.28,0.641
5614,0.692,0.273,0.648
5624,0.698,0.281,0.67
5634,0.717,0.292,0.686
5644,0.74,0.308,0.678
5654,0.752,0.33,0.656
5664,0.758,0.352,0.635
5674,0.754,0.358,0.59
5684,0.733,0.341,0.517
5694,0.726,0.339,0.491
5704,0.74,0.34,0.51
5714,0.767,0.348,0.556
5724,0.804,0.352,0.58
5734,0.828,0.368,0.558
5744,0.828,0.396,0.497
5754,0.825,0.425,0.428
5764,0.821,0.442,0.348
5774,0.824,0.437,0.267
5784,0.84,0.419,0.147
5794,0.872,0.393,0.048
5804,0.942,0.395,0.036
5814,1.061,0.379,0.146
5824,1.221,0.323,0.309
5834,1.389,0.197,0.443
5844,1.594,-0.006,0.634
5854,1.817,-0.23,0.913
5864,1.919,-0.374,1.042
5874,1.744,-0.418,0.958
5884,1.418,-0.358,0.87
5894,1.086,-0.229,0.806
5904,0.782,-0.083,0.732
5914,0.548,0.064,0.672
5924,0.427,0.22,0.639
5934,0.419,0.374,0.62
5944,0.504,0.484,0.581
5954,0.644,0.561,0.492
5964,0.807,0.601,0.421
5974,0.973,0.58,0.443
5984,1.099,0.515,0.501
5994,1.136,0.41,0.526
6004,1.085,0.302,0.502
6014,1.0,0.188,0.492
6024,0.931,0.093,0.523
6034,0.895,0.045,0.543
6044,0.895,0.066,0.475
6054,0.901,0.098,0.476
6064,0.897,0.13,0.557
6074,0.874,0.125,0.548
6084,0.907,0.145,0.542
6094,1.003,0.204,0.542
6104,1.055,0.226,0.42
6114,1.01,0.117,0.324
6124,1.01,0.117,0.452
6134,0.933,0.021,0.455
6144,0.831,0.009,0.603
