timestamp_ms,ax_g,ay_g,az_g
6060,1.065,0.366,0.464
6070,1.076,0.348,0.48
6080,1.076,0.331,0.472
6090,1.071,0.311,0.452
6100,1.055,0.303,0.43
6110,1.045,0.295,0.412
6120,1.034,0.287,0.381
6130,1.027,0.281,0.361
6140,1.046,0.277,0.372
6150,1.096,0.279,0.406
6160,1.159,0.289,0.44
6170,1.196,0.294,0.455
6180,1.194,0.286,0.443
6190,1.171,0.282,0.386
6200,1.154,0.302,0.331
6210,1.161,0.336,0.301
6220,1.186,0.34,0.29
6230,1.209,0.328,0.29
6240,1.241,0.297,0.296
6250,1.241,0.297,0.296
6260,1.261,0.28,0.279
6270,1.267,0.285,0.298
6280,1.242,0.314,0.326
6290,1.203,0.345,0.296
6300,1.151,0.383,0.291
6310,1.119,0.383,0.274
6320,1.108,0.364,0.262
6330,1.099,0.328,0.273
6340,1.095,0.278,0.281
6350,1.088,0.228,0.271
6360,1.087,0.186,0.237
6370,1.086,0.166,0.206
6380,1.083,0.165,0.199
6390,1.093,0.214,0.233
6400,1.104,0.287,0.277
6410,1.115,0.346,0.308
6420,1.119,0.361,0.308
6430,1.126,0.355,0.298
6440,1.125,0.331,0.296
6450,1.111,0.297,0.28
6460,1.093,0.25,0.282
6470,1.075,0.195,0.308
6480,1.058,0.124,0.303
6490,1.05,0.057,0.301
6500,1.065,0.029,0.318
6510,1.081,0.044,0.339
6523,1.071,0.113,0.39
6533,1.035,0.125,0.37
6543,1.035,0.125,0.37
6553,0.999,0.136,0.327
6563,0.956,0.13,0.27
6573,0.905,0.132,0.167
6583,0.902,0.145,0.123
6593,0.937,0.201,0.128
6603,1.003,0.252,0.158
6613,1.06,0.298,0.175
6623,1.114,0.363,0.167
6633,1.139,0.417,0.134
6643,1.137,0.433,0.129
6653,1.124,0.398,0.143
6663,1.112,0.351,0.173
6673,1.08,0.299,0.195
6683,1.055,0.223,0.219
6693,1.062,0.168,0.266
6703,1.086,0.142,0.324
6713,1.122,0.15,0.383
6723,1.159,0.198,0.417
6733,1.163,0.255,0.415
6743,1.156,0.285,0.421
6753,1.136,0.265,0.43
6763,1.121,0.218,0.407
6773,1.115,0.167,0.378
6783,1.117,0.138,0.359
6793,1.127,0.138,0.357
6803,1.132,0.152,0.35
6813,1.125,0.176,0.333
6823,1.108,0.194,0.325
6833,1.089,0.216,0.321
6843,1.076,0.243,0.322
6853,1.071,0.26,0.323
6863,1.083,0.266,0.298
6873,1.107,0.263,0.282
6883,1.139,0.261,0.3
6893,1.152,0.259,0.323
6903,1.121,0.255,0.329
6913,1.063,0.244,0.298
6923,0.998,0.234,0.238
6933,0.924,0.226,0.19
6943,0.87,0.216,0.157
6953,0.841,0.202,0.149
6963,0.831,0.186,0.151
6973,0.832,0.169,0.131
6983,0.834,0.157,0.111
6993,0.832,0.178,0.106
7003,0.812,0.197,0.101
7013,0.786,0.199,0.089
7023,0.761,0.197,0.069
7033,0.753,0.19,0.074
7043,0.763,0.186,0.102
7053,0.766,0.185,0.121
7063,0.768,0.185,0.109
7073,0.768,0.186,0.088
7083,0.769,0.167,0.061
7093,0.775,0.135,0.038
7103,0.808,0.095,0.053
7113,0.864,0.058,0.084
7123,0.942,0.027,0.128
7133,1.018,0.011,0.16
7143,1.075,0.006,0.152
7153,1.097,0.005,0.102
7163,1.098,-0.007,0.066
7173,1.103,-0.019,0.017
7183,1.14,-0.01,0.003
7193,1.186,-0.005,0.047
7203,1.204,-0.022,0.054
7213,1.2,-0.011,0.033
7223,1.18,0.036,0.025
7233,1.156,0.075,0.007
7243,1.135,0.104,0.012
7253,1.128,0.11,0.05
7263,1.117,0.106,0.085
7273,1.102,0.107,0.091
7283,1.086,0.122,0.09
7293,1.058,0.135,0.1
7303,1.031,0.132,0.106
7313,1.022,0.12,0.132
7323,1.033,0.115,0.164
7333,1.06,0.11,0.185
7343,1.085,0.101,0.195
7353,1.099,0.11,0.21
7363,1.117,0.136,0.222
7373,1.128,0.165,0.225
7383,1.13,0.181,0.227
7393,1.129,0.177,0.235
7403,1.115,0.164,0.239
7413,1.079,0.154,0.232
7423,1.031,0.148,0.238
7433,0.992,0.149,0.239
7443,0.963,0.165,0.239
7453,0.951,0.191,0.241
7463,0.959,0.22,0.241
7473,0.977,0.228,0.235
7483,0.991,0.211,0.224
7493,1.002,0.19,0.211
7503,0.998,0.178,0.214
7513,0.998,0.178,0.214
7523,0.973,0.171,0.211
7533,0.96,0.194,0.216
7543,0.946,0.221,0.209
7553,0.944,0.243,0.193
7563,0.961,0.255,0.197
7573,0.996,0.261,0.211
7583,1.023,0.259,0.225
7593,1.045,0.245,0.238
7603,1.06,0.228,0.264
7613,1.058,0.213,0.269
7623,1.047,0.202,0.266
7633,1.033,0.206,0.27
7643,1.021,0.206,0.271
7653,1.007,0.213,0.26
7663,0.993,0.221,0.242
7673,0.978,0.234,0.227
7683,0.964,0.242,0.22
7693,0.949,0.241,0.206
7703,0.939,0.229,0.19
7713,0.941,0.2,0.183
7723,0.96,0.163,0.188
7733,0.991,0.146,0.205
7743,0.995,0.138,0.144
7753,0.991,0.114,0.134
7763,1.021,0.097,0.208
7773,1.058,0.11,0.232
7783,1.054,0.111,0.209
7793,1.059,0.107,0.193
7803,1.064,0.108,0.185
7813,1.052,0.1,0.179
7823,1.038,0.094,0.181
7833,1.027,0.08,0.174
7843,1.018,0.067,0.164
7853,1.019,0.059,0.149
7863,1.031,0.068,0.12
7873,1.055,0.084,0.127
7883,1.127,0.086,0.224
7893,1.206,0.094,0.278
7903,1.265,0.107,0.281
7913,1.308,0.133,0.239
7923,1.317,0.15,0.182
7933,1.316,0.159,0.143
7943,1.337,0.18,0.16
7953,1.384,0.211,0.193
7963,1.423,0.202,0.194
7973,1.443,0.17,0.151
7983,1.434,0.152,0.092
7993,1.397,0.129,0.038
8003,1.366,0.145,0.028
8013,1.359,0.181,0.059
8023,1.354,0.208,0.072
8033,1.343,0.241,0.078
8043,1.339,0.293,0.098
8053,1.326,0.352,0.126
8063,1.295,0.38,0.161
8073,1.249,0.384,0.167
8083,1.187,0.374,0.14
8093,1.117,0.381,0.145
8103,1.06,0.402,0.198
8113,1.011,0.442,0.253
8123,0.955,0.479,0.242
8133,0.899,0.528,0.2
8143,0.86,0.577,0.193
8153,0.842,0.584,0.264
8163,0.838,0.559,0.35
8173,0.831,0.518,0.436
8183,0.811,0.482,0.487
8193,0.776,0.458,0.518
8203,0.728,0.438,0.493
8213,0.703,0.448,0.515
8223,0.667,0.476,0.502
8233,0.622,0.504,0.455
8243,0.596,0.524,0.465
8253,0.611,0.549,0.536
8263,0.656,0.561,0.626
8273,0.707,0.545,0.706
8283,0.741,0.511,0.754
8293,0.747,0.475,0.766
8303,0.725,0.451,0.747
8313,0.67,0.422,0.678
8323,0.603,0.397,0.602
8333,0.556,0.402,0.562
8343,0.534,0.439,0.582
8353,0.545,0.477,0.627
8363,0.587,0.499,0.672
8373,0.633,0.501,0.706
8383,0.672,0.48,0.714
8393,0.695,0.443,0.705
8403,0.692,0.408,0.655
8413,0.67,0.38,0.566
8423,0.639,0.369,0.482
8433,0.632,0.381,0.452
8443,0.647,0.408,0.469
8453,0.672,0.444,0.5
8463,0.702,0.473,0.512
8473,0.732,0.494,0.519
8483,0.732,0.494,0.519
8493,0.776,0.504,0.529
8503,0.827,0.508,0.515
8513,0.846,0.5,0.47
8523,0.862,0.502,0.415
8533,0.87,0.513,0.385
8543,0.866,0.526,0.332
8553,0.867,0.535,0.302
8563,0.865,0.537,0.28
8573,0.865,0.528,0.248
8583,0.855,0.5,0.212
8593,0.843,0.443,0.152
8603,0.824,0.351,0.079
8613,0.802,0.244,-0.008
8623,0.788,0.139,-0.099
8633,0.787,0.058,-0.14
8643,0.818,0.001,-0.132
8653,0.871,-0.031,-0.104
8663,0.934,-0.04,-0.063
8673,0.998,-0.037,-0.017
8683,1.06,-0.027,0.012
8693,1.119,-0.008,0.03
8703,1.177,0.019,0.034
8713,1.227,0.035,0.05
8723,1.262,0.043,0.064
8733,1.268,0.025,0.057
8743,1.251,-0.009,0.055
8753,1.248,-0.055,0.094
8763,1.266,-0.102,0.154
8773,1.314,-0.133,0.187
8783,1.396,-0.142,0.212
8793,1.477,-0.112,0.247
8803,1.533,-0.058,0.283
8813,1.541,-0.014,0.316
8823,1.52,0.022,0.342
8833,1.493,0.056,0.363
8843,1.514,0.072,0.389
8853,1.585,0.086,0.412
8863,1.698,0.089,0.444
8873,1.79,0.083,0.472
8883,1.812,0.067,0.486
8893,1.749,0.035,0.486
8903,1.637,-0.004,0.485
8913,1.526,-0.039,0.493
8923,1.464,-0.077,0.521
8933,1.452,-0.096,0.538
8943,1.465,-0.088,0.527
